CustomerKey,Age,CommuteDistance,EnglishEducation,Gender,HouseOwnerFlag,MaritalStatus,NumberCarsOwned,NumberChildrenAtHome,EnglishOccupation,Region,TotalChildren,YearlyIncome,BikeBuyer
27398,74,1-2 Miles,Bachelors,F,0,S,2,0,Management,North America,4,60000,0
27399,74,1-2 Miles,Bachelors,M,0,S,2,0,Management,North America,4,60000,0
27400,74,10+ Miles,Bachelors,M,1,M,2,0,Management,North America,4,60000,0
27401,73,1-2 Miles,Partial High School,M,0,M,2,0,Clerical,North America,5,30000,0
27402,73,1-2 Miles,Partial High School,M,0,S,2,0,Clerical,North America,5,30000,0
27403,72,1-2 Miles,Partial High School,M,0,S,2,1,Skilled Manual,North America,2,30000,0
27404,71,2-5 Miles,High School,F,0,M,3,0,Professional,North America,5,40000,1
27405,71,10+ Miles,High School,M,1,M,3,0,Professional,North America,5,40000,1
27406,71,10+ Miles,Bachelors,M,1,S,3,0,Management,North America,5,70000,1
27407,72,10+ Miles,Bachelors,F,1,S,3,0,Management,North America,5,70000,1
27408,71,10+ Miles,Bachelors,F,1,M,3,0,Management,North America,5,70000,0
27409,70,10+ Miles,High School,M,1,M,1,1,Professional,North America,2,40000,0
27410,70,2-5 Miles,High School,F,0,S,2,1,Professional,North America,2,40000,0
27411,70,10+ Miles,High School,M,1,S,2,1,Professional,North America,2,40000,0
27412,70,10+ Miles,Bachelors,M,1,S,1,1,Management,North America,2,70000,0
27413,70,10+ Miles,Bachelors,F,1,M,1,1,Management,North America,2,70000,0
27414,70,10+ Miles,Bachelors,F,1,M,1,1,Management,North America,2,70000,0
27415,70,10+ Miles,High School,M,1,M,2,1,Professional,North America,2,40000,0
27416,70,2-5 Miles,Partial College,M,0,S,1,1,Professional,North America,2,60000,1
27417,70,10+ Miles,Bachelors,M,1,M,0,1,Management,North America,2,60000,0
27418,69,1-2 Miles,Partial College,F,0,S,2,1,Professional,North America,4,70000,1
27419,68,10+ Miles,High School,F,1,S,2,1,Professional,North America,2,40000,0
27420,68,10+ Miles,Partial High School,M,1,S,2,1,Skilled Manual,North America,2,40000,0
27421,69,2-5 Miles,Partial College,F,0,S,2,1,Professional,North America,2,60000,1
27422,68,10+ Miles,Partial College,M,1,M,2,1,Professional,North America,2,60000,0
27423,68,2-5 Miles,Partial College,M,0,S,0,1,Professional,North America,2,60000,1
27424,68,10+ Miles,Partial College,M,1,S,0,1,Professional,North America,2,60000,1
27425,68,2-5 Miles,Partial College,M,0,S,1,1,Professional,North America,2,60000,1
27426,68,10+ Miles,Partial College,M,1,S,1,1,Professional,North America,2,60000,0
27427,69,1-2 Miles,Partial College,M,0,S,2,1,Professional,North America,5,70000,1
27428,68,10+ Miles,Partial High School,F,1,S,2,1,Skilled Manual,North America,2,40000,0
27429,68,10+ Miles,Partial High School,F,1,S,3,1,Skilled Manual,North America,2,40000,1
27430,67,10+ Miles,Partial College,F,1,M,2,1,Professional,North America,2,60000,0
27431,67,2-5 Miles,Partial College,M,0,S,2,1,Professional,North America,2,60000,1
27432,67,10+ Miles,Partial College,M,1,S,1,1,Professional,North America,2,60000,0
27433,67,2-5 Miles,Partial College,M,0,S,1,1,Professional,North America,2,60000,0
27434,67,10+ Miles,Partial College,M,1,S,1,2,Professional,North America,4,70000,0
27435,67,10+ Miles,Partial College,F,1,M,1,2,Professional,North America,4,70000,0
27436,66,10+ Miles,High School,F,1,S,2,1,Professional,North America,2,60000,0
27437,67,10+ Miles,High School,F,1,S,2,1,Professional,North America,2,60000,0
27438,66,10+ Miles,Partial College,M,1,M,1,1,Professional,North America,2,60000,0
27439,65,2-5 Miles,High School,M,0,S,2,1,Professional,North America,2,70000,1
27440,65,2-5 Miles,Partial High School,F,0,S,2,1,Skilled Manual,North America,2,70000,1
27441,64,2-5 Miles,High School,M,0,M,2,1,Professional,North America,3,60000,0
27442,64,10+ Miles,High School,F,1,M,2,1,Professional,North America,3,60000,0
27443,64,10+ Miles,Partial High School,F,1,S,2,1,Skilled Manual,North America,3,60000,0
27444,49,0-1 Miles,Graduate Degree,F,0,M,2,5,Professional,North America,5,70000,0
27445,48,0-1 Miles,Graduate Degree,M,1,M,2,5,Professional,North America,5,70000,0
27446,48,0-1 Miles,Graduate Degree,M,1,S,0,0,Professional,North America,3,80000,1
27447,48,0-1 Miles,Graduate Degree,F,1,M,0,0,Professional,North America,3,80000,1
27448,52,2-5 Miles,Bachelors,M,1,S,1,0,Professional,North America,0,40000,1
27449,50,1-2 Miles,Bachelors,M,1,S,1,0,Management,North America,0,80000,1
27450,50,1-2 Miles,Bachelors,F,1,M,2,0,Management,North America,1,100000,1
27451,50,0-1 Miles,Bachelors,M,0,S,2,0,Management,North America,2,100000,0
27452,50,0-1 Miles,Bachelors,M,0,S,3,1,Management,North America,0,120000,1
27453,54,1-2 Miles,Bachelors,M,1,S,0,3,Management,North America,4,80000,1
27454,49,1-2 Miles,Bachelors,M,1,M,1,4,Management,North America,4,90000,0
27455,49,0-1 Miles,Bachelors,F,0,S,3,0,Management,North America,2,100000,1
27456,50,1-2 Miles,Bachelors,M,1,M,3,0,Management,North America,2,100000,0
27457,49,1-2 Miles,Bachelors,F,0,S,3,0,Management,North America,2,100000,0
27458,49,1-2 Miles,Bachelors,M,1,M,3,1,Management,North America,2,110000,0
27459,49,0-1 Miles,Graduate Degree,M,1,M,2,0,Management,North America,1,130000,1
27460,49,0-1 Miles,Graduate Degree,M,0,S,3,0,Management,North America,1,130000,1
27461,38,5-10 Miles,High School,F,1,S,2,0,Skilled Manual,North America,0,40000,0
27462,38,5-10 Miles,Partial College,M,1,S,1,0,Skilled Manual,North America,0,40000,0
27463,38,1-2 Miles,Partial College,F,0,S,1,0,Skilled Manual,North America,0,40000,0
27464,73,1-2 Miles,High School,F,0,M,2,0,Skilled Manual,Pacific,3,20000,0
27465,39,5-10 Miles,Partial College,M,1,S,1,0,Skilled Manual,North America,0,30000,0
27466,40,1-2 Miles,Partial College,F,0,S,1,0,Skilled Manual,North America,0,30000,0
27467,40,5-10 Miles,Partial College,M,1,M,2,0,Skilled Manual,North America,0,60000,1
27468,39,1-2 Miles,Partial College,M,0,M,2,0,Skilled Manual,North America,0,60000,1
27469,72,5-10 Miles,Partial College,F,0,S,2,0,Clerical,Pacific,2,30000,1
27470,71,1-2 Miles,Partial College,F,0,M,2,0,Clerical,Pacific,2,30000,1
27471,70,5-10 Miles,High School,F,1,S,2,1,Skilled Manual,Pacific,2,20000,1
27472,70,5-10 Miles,Partial High School,F,1,S,2,1,Clerical,Pacific,2,20000,1
27473,70,5-10 Miles,Partial High School,M,1,S,2,1,Clerical,Pacific,2,20000,1
27474,41,5-10 Miles,Bachelors,F,1,S,2,0,Professional,North America,0,40000,0
27475,40,5-10 Miles,Partial College,F,1,S,1,0,Skilled Manual,North America,0,40000,0
27476,41,5-10 Miles,Partial College,F,1,S,2,0,Skilled Manual,North America,0,40000,0
27477,40,5-10 Miles,Partial College,M,1,S,2,0,Skilled Manual,North America,0,40000,0
27478,40,5-10 Miles,Partial College,F,1,M,2,0,Skilled Manual,North America,0,60000,0
27479,41,1-2 Miles,Partial College,F,0,S,2,0,Skilled Manual,North America,0,60000,0
27480,40,5-10 Miles,Partial College,F,0,S,2,0,Skilled Manual,North America,0,70000,0
27481,40,5-10 Miles,Partial College,M,0,S,2,0,Skilled Manual,North America,0,70000,0
27482,69,5-10 Miles,Partial High School,M,1,M,2,1,Clerical,Pacific,2,10000,0
27483,68,5-10 Miles,Partial High School,M,1,M,2,1,Clerical,Pacific,2,20000,1
27484,69,5-10 Miles,Partial High School,F,1,S,2,1,Clerical,Pacific,2,20000,1
27485,67,1-2 Miles,Partial High School,F,0,S,2,1,Clerical,Pacific,2,20000,1
27486,67,1-2 Miles,Partial High School,M,0,S,2,1,Clerical,Pacific,2,20000,1
27487,66,5-10 Miles,Partial High School,M,1,M,2,1,Clerical,Pacific,2,20000,1
27488,66,1-2 Miles,Partial High School,F,0,M,2,1,Clerical,Pacific,2,20000,1
27489,66,5-10 Miles,Partial High School,F,1,S,2,1,Clerical,Pacific,2,20000,1
27490,66,5-10 Miles,Partial High School,F,1,S,2,1,Clerical,Pacific,2,20000,1
27491,66,1-2 Miles,Partial High School,M,0,M,4,1,Clerical,Pacific,3,20000,0
27492,66,5-10 Miles,High School,M,1,M,2,0,Skilled Manual,Pacific,3,30000,1
27493,65,5-10 Miles,High School,F,1,M,2,0,Skilled Manual,Pacific,3,30000,1
27494,64,1-2 Miles,Partial College,F,0,S,2,0,Skilled Manual,Pacific,2,40000,1
27495,63,1-2 Miles,Partial High School,F,0,S,2,0,Clerical,Pacific,3,40000,0
27496,63,1-2 Miles,Partial High School,M,0,S,2,0,Clerical,Pacific,3,40000,0
27497,63,1-2 Miles,Partial High School,M,0,S,2,0,Clerical,Pacific,3,40000,0
27498,62,1-2 Miles,Partial College,F,0,S,2,0,Skilled Manual,Pacific,2,80000,1
27499,62,5-10 Miles,Partial College,F,1,M,2,0,Skilled Manual,Pacific,2,80000,1
27500,62,5-10 Miles,Partial College,M,1,S,2,0,Skilled Manual,Pacific,2,80000,1
27501,63,5-10 Miles,Partial College,M,1,M,2,0,Skilled Manual,Pacific,2,80000,1
27502,42,5-10 Miles,Partial College,M,1,S,2,0,Skilled Manual,North America,0,40000,0
27503,42,5-10 Miles,Partial College,M,1,S,2,0,Skilled Manual,North America,0,40000,0
27504,42,1-2 Miles,High School,F,0,S,2,0,Skilled Manual,North America,0,40000,1
27505,42,5-10 Miles,High School,F,1,S,2,0,Skilled Manual,North America,0,40000,0
27506,42,5-10 Miles,High School,F,1,M,2,0,Skilled Manual,North America,0,40000,0
27507,42,5-10 Miles,High School,F,1,M,2,0,Skilled Manual,North America,0,40000,0
27508,45,1-2 Miles,Partial College,M,0,S,2,0,Skilled Manual,North America,0,60000,1
27509,41,1-2 Miles,Partial College,M,0,S,2,0,Professional,North America,0,60000,0
27510,41,1-2 Miles,Partial College,M,0,S,2,0,Professional,North America,0,60000,0
27511,62,1-2 Miles,High School,F,0,S,2,0,Skilled Manual,Pacific,2,80000,1
27512,61,1-2 Miles,High School,M,0,S,2,0,Skilled Manual,Pacific,2,80000,1
27513,61,1-2 Miles,High School,F,0,S,2,0,Skilled Manual,Pacific,2,70000,1
27514,60,1-2 Miles,High School,F,0,S,2,0,Skilled Manual,Pacific,2,70000,1
27515,60,0-1 Miles,Bachelors,M,0,S,3,0,Management,Pacific,1,100000,1
27516,58,2-5 Miles,Bachelors,M,1,S,3,1,Management,Pacific,1,100000,0
27517,58,2-5 Miles,Bachelors,M,1,M,3,1,Management,Pacific,1,100000,1
27518,58,2-5 Miles,Bachelors,F,1,M,3,1,Management,Pacific,1,100000,0
27519,58,0-1 Miles,Bachelors,M,0,S,4,1,Management,Pacific,4,110000,0
27520,59,0-1 Miles,Bachelors,M,0,S,4,1,Management,Pacific,4,110000,0
27521,44,2-5 Miles,Bachelors,M,0,S,1,0,Management,North America,0,80000,1
27522,43,5-10 Miles,High School,F,1,M,2,0,Professional,North America,0,50000,0
27523,44,1-2 Miles,High School,F,0,S,2,0,Professional,North America,0,50000,1
27524,43,1-2 Miles,Partial High School,F,0,S,2,0,Skilled Manual,North America,0,50000,1
27525,43,1-2 Miles,Partial College,F,0,M,2,0,Professional,North America,0,60000,0
27526,43,5-10 Miles,Partial College,M,1,M,2,0,Professional,North America,0,60000,0
27527,51,0-1 Miles,Bachelors,F,0,S,3,2,Management,North America,2,120000,1
27528,51,0-1 Miles,Graduate Degree,F,1,M,4,1,Management,North America,0,130000,0
27529,52,0-1 Miles,Graduate Degree,F,1,M,4,1,Management,North America,1,130000,0
27530,60,5-10 Miles,Partial High School,F,1,M,2,0,Skilled Manual,North America,2,70000,0
27531,54,0-1 Miles,Bachelors,F,0,S,1,0,Professional,North America,0,40000,1
27532,53,2-5 Miles,Bachelors,F,1,S,2,4,Skilled Manual,North America,4,60000,0
27533,53,2-5 Miles,Bachelors,F,1,M,2,4,Skilled Manual,North America,4,60000,0
27534,53,5-10 Miles,Bachelors,F,0,S,3,4,Skilled Manual,North America,4,60000,1
27535,53,10+ Miles,Bachelors,M,1,S,3,5,Skilled Manual,North America,5,60000,1
27536,53,2-5 Miles,Bachelors,F,1,M,2,2,Skilled Manual,North America,4,60000,1
27537,55,2-5 Miles,Bachelors,F,1,M,2,2,Professional,North America,4,70000,1
27538,55,2-5 Miles,Bachelors,M,1,M,2,2,Professional,North America,4,70000,0
27539,49,2-5 Miles,Bachelors,M,0,S,1,0,Professional,North America,0,70000,1
27540,49,0-1 Miles,Bachelors,F,0,S,1,0,Professional,North America,0,70000,1
27541,49,2-5 Miles,Bachelors,F,1,S,1,0,Professional,North America,0,70000,1
27542,55,2-5 Miles,Bachelors,F,1,M,1,0,Professional,North America,1,70000,1
27543,56,2-5 Miles,Bachelors,F,1,M,1,0,Professional,North America,1,70000,1
27544,56,0-1 Miles,Partial College,F,1,M,1,0,Skilled Manual,North America,1,60000,1
27545,57,0-1 Miles,Partial College,M,1,M,1,0,Skilled Manual,North America,1,60000,1
27546,57,2-5 Miles,High School,M,1,S,2,2,Skilled Manual,North America,4,40000,1
27547,57,0-1 Miles,High School,M,1,M,2,2,Skilled Manual,North America,4,40000,1
27548,57,2-5 Miles,Partial College,M,1,M,1,0,Skilled Manual,North America,1,60000,0
27549,57,2-5 Miles,Partial College,M,1,M,1,0,Skilled Manual,North America,1,60000,1
27550,50,2-5 Miles,Partial College,M,0,S,1,0,Skilled Manual,North America,0,60000,1
27551,50,0-1 Miles,Partial College,M,0,M,1,0,Skilled Manual,North America,0,60000,1
27552,51,2-5 Miles,Graduate Degree,F,0,S,1,0,Professional,North America,0,60000,1
27553,50,2-5 Miles,Graduate Degree,F,0,S,1,0,Professional,North America,0,60000,1
27554,57,2-5 Miles,Partial College,F,1,M,1,0,Skilled Manual,North America,1,60000,1
27555,57,2-5 Miles,Partial College,F,1,M,1,0,Skilled Manual,North America,1,60000,1
27556,57,2-5 Miles,Partial College,F,1,M,1,0,Skilled Manual,North America,1,60000,1
27557,57,0-1 Miles,Partial College,M,1,M,1,0,Skilled Manual,North America,1,60000,1
27558,58,2-5 Miles,Partial College,M,1,M,1,0,Skilled Manual,North America,1,60000,1
27559,58,2-5 Miles,Partial College,F,1,M,1,0,Skilled Manual,North America,1,60000,1
27560,58,2-5 Miles,Partial College,F,1,M,1,0,Skilled Manual,North America,1,60000,1
27561,59,2-5 Miles,Bachelors,F,1,S,0,4,Professional,North America,5,60000,0
27562,58,2-5 Miles,Bachelors,F,1,M,1,4,Professional,North America,5,60000,0
27563,59,2-5 Miles,Bachelors,M,1,M,1,4,Professional,North America,5,60000,0
27564,58,2-5 Miles,Bachelors,M,1,S,0,3,Professional,North America,4,60000,0
27565,58,0-1 Miles,Bachelors,F,0,M,0,3,Professional,North America,4,60000,0
27566,58,2-5 Miles,Bachelors,M,1,M,0,3,Professional,North America,4,60000,0
27567,58,0-1 Miles,Bachelors,F,0,M,0,3,Professional,North America,4,60000,0
27568,59,0-1 Miles,Graduate Degree,M,0,S,1,0,Professional,North America,2,70000,1
27569,58,2-5 Miles,Graduate Degree,F,1,S,1,0,Professional,North America,2,70000,1
27570,58,0-1 Miles,Graduate Degree,F,0,S,0,0,Professional,North America,2,80000,1
27571,58,0-1 Miles,Graduate Degree,F,1,M,0,0,Professional,North America,4,80000,1
27572,59,0-1 Miles,Partial College,M,1,M,1,0,Skilled Manual,North America,1,80000,1
27573,59,2-5 Miles,Partial College,M,1,M,1,0,Skilled Manual,North America,1,80000,1
27574,59,2-5 Miles,Partial College,F,1,M,1,0,Skilled Manual,North America,1,80000,1
27575,59,0-1 Miles,Bachelors,F,0,S,0,2,Professional,North America,3,60000,1
27576,59,0-1 Miles,Bachelors,F,0,M,1,0,Professional,North America,1,60000,1
27577,59,0-1 Miles,Bachelors,M,0,S,1,0,Professional,North America,1,60000,1
27578,59,2-5 Miles,Bachelors,F,1,M,1,0,Professional,North America,1,60000,1
27579,60,2-5 Miles,Graduate Degree,M,1,M,2,4,Professional,North America,5,70000,0
27580,48,0-1 Miles,Graduate Degree,F,1,M,0,4,Management,Pacific,4,80000,0
27581,48,0-1 Miles,Graduate Degree,M,1,M,0,4,Management,Pacific,4,80000,1
27582,48,0-1 Miles,Bachelors,F,0,S,0,0,Professional,Pacific,2,90000,1
27583,48,2-5 Miles,Bachelors,M,1,M,0,0,Professional,Pacific,2,90000,1
27584,48,0-1 Miles,Bachelors,F,0,S,0,0,Professional,Pacific,2,90000,1
27585,48,0-1 Miles,Bachelors,F,0,M,0,0,Professional,Pacific,2,90000,1
27586,49,2-5 Miles,Bachelors,F,1,M,1,2,Professional,Pacific,2,60000,1
27587,50,0-1 Miles,Bachelors,F,0,S,1,2,Professional,Pacific,2,60000,1
27588,49,10+ Miles,Bachelors,F,1,S,3,5,Professional,Pacific,5,70000,0
27589,50,0-1 Miles,Bachelors,M,0,S,1,2,Professional,Pacific,2,60000,1
27590,50,2-5 Miles,Bachelors,M,1,M,1,2,Professional,Pacific,2,60000,1
27591,50,10+ Miles,Bachelors,M,0,M,3,5,Professional,Pacific,5,70000,0
27592,50,10+ Miles,Bachelors,M,1,S,3,5,Professional,Pacific,5,70000,0
27593,50,10+ Miles,Bachelors,M,1,M,4,5,Professional,Pacific,5,70000,0
27594,50,0-1 Miles,Graduate Degree,M,1,S,3,5,Management,Pacific,5,80000,0
27595,51,0-1 Miles,Graduate Degree,F,1,M,3,5,Management,Pacific,5,80000,0
27596,52,0-1 Miles,Bachelors,M,1,M,3,5,Professional,Pacific,5,80000,0
27597,51,0-1 Miles,Bachelors,M,0,S,0,0,Professional,Pacific,0,90000,1
27598,51,1-2 Miles,Bachelors,M,1,S,0,0,Professional,Pacific,2,90000,1
27599,52,1-2 Miles,Bachelors,M,0,M,0,0,Professional,Pacific,2,90000,1
27600,64,2-5 Miles,Partial High School,F,0,S,2,1,Skilled Manual,North America,3,60000,0
27601,64,2-5 Miles,Partial High School,F,0,S,3,1,Skilled Manual,North America,3,60000,1
27602,64,2-5 Miles,Partial High School,M,0,S,3,1,Skilled Manual,North America,3,60000,1
27603,61,5-10 Miles,Partial High School,F,1,M,2,0,Skilled Manual,North America,2,70000,0
27604,61,5-10 Miles,High School,M,1,M,2,0,Professional,North America,2,60000,1
27605,61,5-10 Miles,High School,M,1,M,2,0,Professional,North America,2,60000,1
27606,60,0-1 Miles,Partial College,F,0,S,0,1,Professional,North America,2,70000,1
27607,61,5-10 Miles,Partial High School,M,1,M,2,0,Skilled Manual,North America,2,80000,0
27608,61,5-10 Miles,Partial High School,M,1,M,2,0,Skilled Manual,North America,2,80000,0
27609,61,5-10 Miles,Partial High School,F,1,M,2,0,Skilled Manual,North America,2,80000,0
27610,62,1-2 Miles,Partial High School,M,0,S,2,0,Skilled Manual,North America,2,80000,0
27611,61,5-10 Miles,High School,M,1,M,2,0,Professional,North America,2,60000,1
27612,61,5-10 Miles,High School,M,1,M,2,0,Professional,North America,2,60000,1
27613,61,1-2 Miles,High School,F,0,S,2,0,Professional,North America,2,60000,1
27614,61,1-2 Miles,High School,M,0,M,2,0,Professional,North America,2,60000,1
27615,52,2-5 Miles,Bachelors,F,1,M,4,2,Management,North America,3,120000,1
27616,52,2-5 Miles,Bachelors,F,1,S,4,2,Management,North America,3,120000,1
27617,54,5-10 Miles,Partial College,F,0,S,1,0,Professional,North America,0,90000,1
27618,53,0-1 Miles,Partial College,F,1,M,1,2,Professional,North America,5,100000,0
27619,53,2-5 Miles,Partial College,M,1,S,4,2,Professional,North America,4,120000,0
27620,53,0-1 Miles,Graduate Degree,F,0,S,2,2,Management,North America,2,130000,0
27621,54,1-2 Miles,Graduate Degree,M,0,S,4,0,Management,North America,0,160000,1
27622,61,0-1 Miles,Partial College,M,0,M,0,3,Professional,North America,4,70000,0
27623,61,0-1 Miles,Partial College,M,0,S,1,0,Professional,North America,3,80000,1
27624,62,2-5 Miles,Partial College,M,1,M,1,1,Professional,North America,2,80000,0
27625,61,10+ Miles,Partial College,F,0,S,0,1,Professional,North America,2,90000,1
27626,83,5-10 Miles,Bachelors,M,1,S,1,0,Management,North America,4,90000,0
27627,83,1-2 Miles,Graduate Degree,M,0,S,3,2,Management,North America,1,130000,0
27628,54,0-1 Miles,Partial College,F,0,S,2,3,Professional,North America,4,80000,0
27629,54,10+ Miles,Partial College,M,1,M,1,0,Professional,North America,0,90000,0
27630,54,1-2 Miles,Bachelors,M,0,S,4,2,Management,North America,4,110000,0
27631,54,1-2 Miles,Bachelors,F,0,S,4,2,Management,North America,3,130000,0
27632,55,5-10 Miles,Partial College,F,1,M,2,4,Professional,North America,5,80000,0
27633,55,0-1 Miles,Partial College,M,1,M,3,4,Professional,North America,5,80000,0
27634,55,5-10 Miles,Partial College,F,1,S,3,4,Professional,North America,5,80000,1
27635,55,5-10 Miles,Partial College,F,1,M,4,4,Professional,North America,5,90000,0
27636,55,5-10 Miles,Partial College,F,1,M,3,2,Professional,North America,1,100000,1
27637,56,1-2 Miles,Partial College,F,0,S,3,2,Professional,North America,1,100000,0
27638,56,1-2 Miles,Partial College,M,0,S,3,2,Professional,North America,1,100000,0
27639,55,1-2 Miles,Partial College,F,0,S,4,2,Professional,North America,1,100000,0
27640,55,1-2 Miles,Partial College,F,0,S,4,3,Professional,North America,1,120000,0
27641,55,5-10 Miles,Partial College,F,1,S,4,3,Professional,North America,1,120000,1
27642,56,2-5 Miles,High School,F,0,S,4,3,Professional,North America,1,120000,0
27643,56,2-5 Miles,Partial College,M,1,S,3,4,Professional,North America,5,70000,0
27644,56,1-2 Miles,Partial College,F,1,M,0,3,Professional,North America,4,90000,0
27645,56,5-10 Miles,High School,M,1,M,4,3,Professional,North America,1,120000,1
27646,56,2-5 Miles,Bachelors,M,0,S,2,3,Management,North America,1,130000,1
27647,56,2-5 Miles,Partial College,M,0,M,4,2,Professional,North America,1,150000,0
27648,62,1-2 Miles,Partial High School,M,0,S,2,0,Skilled Manual,North America,2,80000,0
27649,62,1-2 Miles,High School,M,0,M,2,0,Professional,North America,2,60000,1
27650,63,5-10 Miles,High School,M,1,M,0,3,Professional,North America,4,70000,0
27651,62,10+ Miles,High School,M,1,M,1,1,Professional,North America,2,90000,1
27652,63,5-10 Miles,Partial High School,M,1,M,2,0,Skilled Manual,North America,2,70000,0
27653,82,5-10 Miles,High School,F,1,M,2,0,Professional,North America,4,30000,0
27654,83,5-10 Miles,Graduate Degree,F,1,M,2,0,Management,North America,2,60000,0
27655,82,5-10 Miles,Bachelors,F,1,S,2,0,Management,North America,4,90000,0
27656,81,1-2 Miles,Partial College,M,0,S,2,0,Professional,North America,3,40000,0
27657,81,1-2 Miles,Graduate Degree,M,0,M,2,0,Management,North America,2,50000,0
27658,81,5-10 Miles,Graduate Degree,M,1,S,2,0,Management,North America,2,50000,0
27659,81,5-10 Miles,Graduate Degree,M,1,M,2,0,Management,North America,2,50000,0
27660,82,5-10 Miles,Graduate Degree,M,1,M,2,0,Management,North America,4,80000,0
27661,81,5-10 Miles,Graduate Degree,M,1,M,4,3,Management,North America,1,120000,0
27662,57,5-10 Miles,Partial College,F,1,S,4,3,Professional,North America,5,110000,1
27663,57,0-1 Miles,Graduate Degree,M,0,S,2,1,Management,North America,1,170000,1
27664,57,0-1 Miles,Bachelors,M,1,M,4,1,Management,North America,1,170000,0
27665,63,5-10 Miles,Partial High School,M,1,S,2,0,Skilled Manual,North America,2,70000,0
27666,63,5-10 Miles,Partial High School,F,1,M,2,0,Skilled Manual,North America,3,60000,1
27667,63,1-2 Miles,High School,F,0,M,1,1,Professional,North America,3,70000,1
27668,64,5-10 Miles,Graduate Degree,M,1,S,2,0,Management,North America,3,70000,1
27669,64,5-10 Miles,Graduate Degree,F,1,M,2,0,Management,North America,3,70000,1
27670,64,1-2 Miles,Graduate Degree,F,0,S,2,0,Management,North America,3,70000,1
27671,65,1-2 Miles,Graduate Degree,M,0,S,2,0,Management,North America,3,70000,1
27672,64,5-10 Miles,Graduate Degree,M,1,S,2,0,Management,North America,3,60000,1
27673,64,5-10 Miles,Graduate Degree,F,1,S,2,0,Management,North America,3,60000,1
27674,65,5-10 Miles,Partial College,F,1,M,2,0,Professional,North America,3,40000,0
27675,65,5-10 Miles,Partial College,F,1,M,2,0,Professional,North America,3,40000,0
27676,66,5-10 Miles,Partial College,M,1,M,2,0,Professional,North America,3,40000,0
27677,66,5-10 Miles,Partial College,F,1,M,2,0,Professional,North America,3,40000,0
27678,66,1-2 Miles,Partial College,M,0,S,2,0,Professional,North America,3,40000,1
27679,66,5-10 Miles,Partial College,F,1,M,2,0,Professional,North America,3,40000,0
27680,66,5-10 Miles,Partial College,M,1,S,2,0,Professional,North America,3,40000,0
27681,66,1-2 Miles,Partial College,F,0,M,2,0,Professional,North America,4,40000,1
27682,67,5-10 Miles,Partial College,F,1,S,2,0,Professional,North America,4,40000,0
27683,69,1-2 Miles,High School,F,0,M,2,0,Professional,North America,4,30000,0
27684,68,5-10 Miles,Partial College,F,1,M,2,0,Professional,North America,4,40000,0
27685,54,5-10 Miles,Bachelors,M,0,M,3,4,Professional,Pacific,4,60000,0
27686,54,10+ Miles,Bachelors,M,1,M,3,4,Professional,Pacific,4,60000,0
27687,54,5-10 Miles,Bachelors,F,1,S,2,2,Professional,Pacific,3,60000,1
27688,54,5-10 Miles,Bachelors,M,0,S,1,0,Professional,Pacific,0,70000,0
27689,54,5-10 Miles,Bachelors,M,1,S,1,0,Professional,Pacific,0,70000,1
27690,50,0-1 Miles,Bachelors,F,1,M,0,2,Professional,Pacific,2,90000,1
27691,50,0-1 Miles,Bachelors,M,1,M,0,2,Professional,Pacific,2,90000,1
27692,50,1-2 Miles,Bachelors,M,1,M,0,3,Professional,Pacific,3,90000,1
27693,50,1-2 Miles,Bachelors,M,1,S,0,4,Professional,Pacific,4,90000,1
27694,55,5-10 Miles,Bachelors,M,1,M,1,0,Professional,Pacific,1,60000,1
27695,55,5-10 Miles,Bachelors,F,1,M,1,0,Professional,Pacific,1,60000,1
27696,55,5-10 Miles,Bachelors,M,1,M,1,0,Professional,Pacific,1,60000,1
27697,57,5-10 Miles,Partial College,M,1,M,1,0,Skilled Manual,Pacific,1,60000,1
27698,57,5-10 Miles,Bachelors,F,1,M,1,0,Professional,Pacific,1,60000,1
27699,56,5-10 Miles,Bachelors,F,1,S,1,0,Professional,Pacific,1,60000,1
27700,87,0-1 Miles,Graduate Degree,M,0,M,1,0,Management,Pacific,3,70000,0
27701,58,5-10 Miles,Partial College,M,1,M,1,0,Skilled Manual,Pacific,1,60000,1
27702,58,5-10 Miles,Partial College,M,1,S,1,0,Skilled Manual,Pacific,1,60000,1
27703,58,1-2 Miles,Bachelors,F,0,S,1,0,Professional,Pacific,1,90000,0
27704,84,5-10 Miles,Bachelors,M,1,S,1,0,Professional,Pacific,2,40000,0
27705,52,1-2 Miles,Bachelors,M,1,M,4,5,Professional,Pacific,5,80000,0
27706,53,0-1 Miles,Bachelors,F,0,S,1,0,Professional,Pacific,0,70000,1
27707,53,0-1 Miles,Bachelors,F,0,S,1,0,Professional,Pacific,0,70000,1
27708,53,5-10 Miles,Bachelors,F,0,S,1,0,Professional,Pacific,0,70000,0
27709,54,5-10 Miles,Bachelors,M,0,S,2,0,Professional,Pacific,0,70000,1
27710,54,5-10 Miles,Bachelors,M,0,S,2,0,Professional,Pacific,0,70000,1
27711,55,0-1 Miles,Bachelors,F,0,M,2,0,Professional,Pacific,0,70000,1
27712,55,0-1 Miles,Partial College,F,0,M,1,0,Skilled Manual,Pacific,1,60000,1
27713,56,5-10 Miles,Partial College,F,1,S,1,0,Skilled Manual,Pacific,1,60000,1
